일시,가시리풍력,김녕풍력,동복풍력,신창풍력,행원풍력,풍력전체
2022-06-05,103695.84,7136.1,349776,7210.44,172637.1,640455.48
2022-06-06,78317.28,4764.06,63129.6,4954.68,62467.02,213632.64
2022-06-07,15372,961.02,30758.4,476.46,39549.54,87117.42
2022-06-08,8687.52,2433.24,72172.8,397.26,45705.3,129396.12
2022-06-09,871.2,1931.94,64396.8,86.94,27858.96,95145.84
2022-06-10,4020.48,1045.62,67910.4,4176.18,27792.72,104945.4
2022-06-11,35624.16,903.06,46742.4,7321.5,14537.82,105128.94
2022-06-12,14297.76,2547.54,91036.8,1294.56,46559.16,155735.82
2022-06-13,39709.44,5371.74,162316.8,1434.6,113090.76,321923.34
2022-06-14,59055.84,3661.38,242006.4,4178.88,149086.44,457988.94
2022-06-15,10294.56,187.74,2592,2816.1,1587.6,17478
2022-06-16,5207.04,229.68,4377.6,2905.74,5007.96,17728.02
2022-06-17,24599.52,1092.42,30585.6,5688.72,7576.44,69542.7
2022-06-18,21384,370.98,3052.8,5626.08,2924.76,33358.62
2022-06-19,2924.64,844.2,36633.6,2245.68,9426.06,52074.18
2022-06-20,149.76,408.06,17251.2,398.16,5124.96,23332.14
2022-06-21,16551.36,1127.52,26150.4,5095.08,23604.12,72528.48
2022-06-22,14628.96,735.12,9936,3978,12128.04,41406.12
2022-06-23,110004.48,703.62,9331.2,12857.4,40463.52,173360.22
2022-06-24,54555.84,1584.54,117043.2,7512.48,28001.82,208697.88
2022-06-25,71573.76,2636.1,76204.8,9677.52,47307.24,207399.42
2022-06-26,95225.76,4319.46,171158.4,12540.6,78557.1,361801.32
2022-06-27,201166.56,4113.18,396662.4,16712.64,99845.28,718500.06
2022-06-28,197202.24,3113.82,282038.4,15841.26,67356.78,565552.5
2022-06-29,187786.08,6958.62,397987.2,12866.4,68166.84,673765.14
2022-06-30,85016.16,5595.66,290620.8,11058.12,74825.22,467115.96
