method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
STGCN,0.8,rand,4,2,linear,50,1.337618350982666,9.549885272979736,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.1697502136230469,7.889665603637695,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.2291901111602783,7.933263063430786,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.1734079122543335,8.702066659927368,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.2966254949569702,7.567715406417847,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.3164269924163818,7.555968046188354,GConvLSTM
STGCN,0.0,,4,2,,50,1.2183022499084473,6.834880113601685,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.191262125968933,9.012246370315552,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.2919623851776123,8.2040114402771,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.1155024766921997,6.596872091293335,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.3767436742782593,6.850297689437866,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.1783664226531982,7.772397518157959,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.235054612159729,7.430982351303101,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.210538029670715,11.103529691696169,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.2813972234725952,11.900467157363892,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.303655028343201,11.39164686203003,GConvLSTM
STGCN,0.0,,4,2,,50,1.217905044555664,9.694446563720703,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.2618632316589355,8.97284984588623,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.307343602180481,8.835694551467896,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.341663122177124,9.597121238708496,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.281173586845398,9.307480335235596,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.2211076021194458,11.17909288406372,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.2204439640045166,11.442872524261476,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.1790275573730469,11.46893072128296,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.230046629905701,11.212620496749878,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.376041054725647,10.465351104736328,GConvLSTM
STGCN,0.0,,4,2,,50,1.192598581314087,9.395591497421265,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.2780123949050903,9.836151599884031,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.3407865762710571,9.39214301109314,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.3837271928787231,9.57825493812561,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.3403115272521973,9.86056351661682,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.151213526725769,10.514195919036863,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.160522222518921,11.387571811676024,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.2775893211364746,11.216221570968628,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.1869118213653564,11.557269811630247,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.265372395515442,11.515902757644652,GConvLSTM
STGCN,0.0,,4,2,,50,1.3453503847122192,9.991072416305542,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.2583738565444946,10.04259467124939,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.22123384475708,9.514697074890137,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.2405884265899658,9.89336395263672,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.2409436702728271,9.551175355911257,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.2477176189422607,10.924614906311035,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.207308650016785,11.040381908416748,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.2291558980941772,11.342570543289185,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.245622158050537,11.23093605041504,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.3285794258117676,10.969191312789915,GConvLSTM
STGCN,0.0,,4,2,,50,1.2312655448913574,10.064959287643433,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.2401442527770996,10.036658763885498,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.29006826877594,9.60535192489624,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.414259672164917,9.665611505508425,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.226251244544983,9.374518871307371,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.2267199754714966,10.994280338287354,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.1979314088821411,10.871456623077393,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.2351912260055542,10.63567352294922,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.2814754247665403,10.51464343070984,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.1052662134170532,11.544919729232788,GConvLSTM
STGCN,0.0,,4,2,,50,1.3226860761642456,9.193511486053469,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.244109034538269,9.471644639968872,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.1486546993255615,9.352782249450684,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.313689351081848,9.54113268852234,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.2698359489440918,9.916778087615969,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.2371954917907717,11.263675689697266,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.2434877157211304,11.441898822784424,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.241963505744934,10.58984112739563,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.1901220083236694,11.03977346420288,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.2867281436920166,11.09756851196289,GConvLSTM
STGCN,0.0,,4,2,,50,1.2419581413269043,9.315146207809448,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.2282330989837646,8.351170063018799,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.3379350900650024,8.855883836746216,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.4641824960708618,9.349122047424316,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.2332870960235596,8.352656364440918,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.1386935710906982,8.042189359664917,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.20853853225708,8.059746503829956,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.2804266214370728,8.03851866722107,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.3042482137680054,8.202126264572144,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.2426931858062744,8.040088415145874,GConvLSTM
STGCN,0.0,,4,2,,50,1.3211097717285156,7.13211727142334,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.3031985759735107,7.146842241287232,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.2523274421691897,7.132452964782715,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.2579331398010254,7.860897064208984,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.3467575311660769,7.1002819538116455,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.261993646621704,8.243075132369995,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.263951301574707,8.000314950942993,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.1535714864730835,8.1418776512146,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.2986130714416504,8.183639287948608,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.2215616703033447,9.66220998764038,GConvLSTM
STGCN,0.0,,4,2,,50,1.2373406887054443,7.1223790645599365,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.3224129676818848,6.950228452682495,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.2681108713150024,7.460050344467163,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.304080605506897,5.499703645706177,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.544350028038025,5.495873689651489,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.2494674921035769,6.175768852233887,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.451068639755249,6.846786022186279,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.1965850591659546,6.480894327163696,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.226807713508606,8.863014459609985,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.1437299251556396,6.232645034790039,GConvLSTM
STGCN,0.0,,4,2,,50,1.2614773511886597,5.455546855926514,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.263023853302002,6.723886728286743,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.2820879220962524,10.154709577560425,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.338505506515503,10.49747109413147,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.3688156604766846,10.82965922355652,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.2450892925262451,12.034771203994753,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.2699849605560305,11.413706064224243,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.3547295331954956,11.567376852035522,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.2513818740844729,11.550145626068115,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.2757407426834106,11.139811277389526,GConvLSTM
STGCN,0.0,,4,2,,50,1.2014766931533811,8.621983528137207,GConvLSTM
STGCN,0.3,rand,4,2,linear,50,1.1991301774978638,9.279230117797852,GConvLSTM
STGCN,0.5,rand,4,2,linear,50,1.2488808631896973,8.850773572921753,GConvLSTM
STGCN,0.6,rand,4,2,linear,50,1.2996129989624023,9.463760614395142,GConvLSTM
STGCN,0.8,rand,4,2,linear,50,1.5632405281066897,10.08463716506958,GConvLSTM
IT-STGCN,0.0,,4,2,,50,1.194096922874451,11.439698696136476,GConvLSTM
IT-STGCN,0.3,rand,4,2,linear,50,1.193196415901184,11.406384944915771,GConvLSTM
IT-STGCN,0.5,rand,4,2,linear,50,1.290558099746704,10.75794506072998,GConvLSTM
IT-STGCN,0.6,rand,4,2,linear,50,1.271293044090271,11.18235206604004,GConvLSTM
IT-STGCN,0.8,rand,4,2,linear,50,1.2021092176437378,11.288929224014282,GConvLSTM
STGCN,0.0,,4,4,,50,1.244461178779602,4.074182987213135,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.209491491317749,3.969572544097901,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3307689428329468,4.088780403137207,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4343526363372805,4.054255247116089,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.350748062133789,4.025718688964844,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.2135604619979858,5.56038761138916,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2312066555023191,5.568908929824829,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2047953605651855,5.447404861450195,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.3458976745605469,5.816748857498169,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.261382818222046,5.640018939971924,GCLSTM
STGCN,0.0,,4,4,,50,1.17951500415802,4.096593379974365,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.3035624027252195,4.058353185653687,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3314749002456665,3.99373722076416,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.344417929649353,4.011145830154419,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4256240129470823,3.9959053993225098,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.210600733757019,5.068880319595337,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1397883892059326,5.642768144607544,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2390117645263672,5.618796110153198,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.3008803129196167,5.395694732666016,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3908864259719849,5.530889511108398,GCLSTM
STGCN,0.0,,4,4,,50,1.1708530187606812,3.9161031246185294,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2414957284927368,3.972093343734741,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.4746354818344116,3.995249032974243,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3854299783706665,4.069526672363281,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4676780700683594,4.093147277832031,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1450337171554563,5.6615495681762695,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2055552005767822,5.120309829711914,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.1768943071365356,5.161740779876709,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2314380407333374,5.965817451477051,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.4824020862579346,6.4748148918151855,GCLSTM
STGCN,0.0,,4,4,,50,1.1193207502365112,4.80113959312439,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.289216160774231,4.715691566467285,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.4476330280303955,3.997170925140381,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.451837420463562,4.008858442306519,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.2949246168136597,4.018829822540283,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.2248576879501345,5.323806047439575,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2051334381103516,5.323688268661499,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2258262634277344,5.242502212524414,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.245315432548523,5.288190126419067,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3308881521224976,5.54796290397644,GCLSTM
STGCN,0.0,,4,4,,50,1.1782792806625366,4.20673680305481,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.3064367771148682,4.075263500213623,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.2451764345169067,4.110909461975098,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3621866703033447,3.94936728477478,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4441336393356323,4.077347278594971,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1415327787399292,5.491845607757568,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2087990045547483,5.364673137664795,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.253807544708252,5.367743015289307,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2506234645843506,5.476417064666748,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.4409559965133667,5.338298320770264,GCLSTM
STGCN,0.0,,4,4,,50,1.1322288513183594,4.0891432762146,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.226405143737793,3.930395364761353,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3628976345062256,3.9226908683776855,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.2758846282958984,4.0071094036102295,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.5100369453430176,4.089455604553223,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1356569528579712,5.223690032958984,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2299214601516724,5.3027119636535645,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.1704784631729126,5.080714464187622,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2498247623443604,5.6591856479644775,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.4536144733428955,5.660669565200806,GCLSTM
STGCN,0.0,,4,4,,50,1.1861883401870728,4.407166004180908,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2703293561935425,4.512815713882446,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.331887125968933,4.129262685775757,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3189078569412231,3.835683822631836,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4323643445968628,4.118763208389282,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.144300937652588,5.348463535308838,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.203339695930481,5.240878105163574,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.280834078788757,5.5522377490997314,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.3183250427246094,5.486355304718018,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.34979248046875,5.498776912689209,GCLSTM
STGCN,0.0,,4,4,,50,1.2430626153945925,4.075627088546753,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2201708555221558,4.010722875595093,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.4200574159622192,4.077129602432251,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3983677625656128,4.4042558670043945,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.414497137069702,3.639959335327149,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1792644262313845,4.458922386169434,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2330185174942017,4.882342576980591,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.300430178642273,4.670737028121948,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2375401258468628,5.032881021499634,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.26467764377594,5.001862049102783,GCLSTM
STGCN,0.0,,4,4,,50,1.2455283403396606,3.7021682262420654,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2264384031295776,3.7556111812591553,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.315451979637146,3.731239318847656,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4417437314987185,3.80828595161438,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.3669060468673706,3.8047730922698975,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.2037421464920044,5.056457281112671,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2155004739761353,5.074189901351929,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2696789503097534,5.116325378417969,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2369306087493896,5.117676496505737,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.2931925058364868,5.21081280708313,GCLSTM
STGCN,0.0,,4,4,,50,1.158291935920715,3.9085910320281982,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.3065824508666992,3.456475257873535,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3290350437164309,2.948126077651977,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.364261031150818,2.9501707553863525,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4296165704727173,2.916137933731079,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1392357349395752,3.899496793746948,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2097785472869873,4.212430953979492,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2180856466293335,4.060367822647095,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.177398681640625,4.064612627029419,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3181079626083374,4.047787189483643,GCLSTM
STGCN,0.0,,4,4,,50,1.1969131231307983,2.974737882614136,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2220301628112793,2.9756267070770264,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3980040550231934,2.9719552993774414,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3480240106582642,2.9816150665283203,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.5057227611541748,2.99694299697876,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.171073079109192,4.038794994354248,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1956791877746582,4.09837532043457,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2070434093475342,4.114526987075806,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2094351053237915,3.988859176635742,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.4048868417739868,4.000163316726685,GCLSTM
STGCN,0.0,,4,4,,50,1.1550593376159668,2.9661240577697754,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2138384580612185,2.9645450115203857,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.275999903678894,2.974855661392212,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.353439211845398,2.9693796634674072,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4458858966827393,2.952476978302002,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.173008918762207,3.9772467613220215,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2121820449829102,3.994448661804199,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2076023817062378,3.9443376064300537,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2976032495498655,3.924994945526123,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3141440153121948,3.701303243637085,GCLSTM
STGCN,0.0,,4,4,,50,1.2381136417388916,2.3146395683288574,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.3373773097991943,2.3214311599731445,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3585829734802246,2.649651288986206,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4116040468215942,2.333570003509521,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.356886386871338,2.4617514610290527,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.2244735956192017,3.905238628387451,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2284811735153198,3.926336765289306,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.260411024093628,3.1468567848205566,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2641617059707642,3.7826435565948486,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.355934739112854,3.84125280380249,GCLSTM
STGCN,0.0,,4,4,,50,1.2269198894500732,2.282552719116211,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.241132140159607,2.730334997177124,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3586381673812866,2.854717493057251,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3178033828735352,2.9114437103271484,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.426974892616272,3.211819887161255,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1754648685455322,3.572523355484009,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.192229151725769,3.7970283031463614,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.232537865638733,3.7180657386779785,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.236831545829773,3.8180978298187256,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.2816812992095947,3.828568458557129,GCLSTM
STGCN,0.0,,4,4,,50,1.2504721879959106,2.7395076751708984,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.22176992893219,3.181565046310425,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3145893812179563,3.924344539642334,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3963152170181274,3.9352333545684814,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.3317577838897705,3.8995540142059326,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.146567463874817,5.396471738815308,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.2192819118499756,5.5840795040130615,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2249796390533447,5.974241733551025,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.30270516872406,5.549376726150513,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.2728040218353271,5.389046669006348,GCLSTM
STGCN,0.0,,4,4,,50,1.219014048576355,3.825751781463623,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2962515354156494,3.888972520828247,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.347259759902954,3.857003688812256,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.572437405586243,3.901311159133911,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4301804304122925,3.939210891723633,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.152455449104309,5.744655609130859,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1329387426376345,5.331986665725708,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2059766054153442,5.33867883682251,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.2994061708450315,5.241700649261475,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.3265862464904783,5.3958940505981445,GCLSTM
STGCN,0.0,,4,4,,50,1.1707969903945925,3.9411237239837646,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.254713535308838,3.879429340362549,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.3009684085845947,4.04205584526062,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3695372343063354,3.9872522354125977,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.440847635269165,4.016685724258423,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1825076341629028,5.381155252456665,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1824090480804443,5.24132776260376,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2258983850479126,5.493963956832886,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.251230001449585,5.134186267852783,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.2451376914978027,5.299228429794312,GCLSTM
STGCN,0.0,,4,4,,50,1.2108523845672607,4.029255628585815,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.2172564268112185,3.892284870147705,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.2959486246109009,3.9525654315948486,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.3817919492721558,4.024992227554321,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4930212497711182,3.7242236137390137,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1571511030197144,5.566781759262085,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1988985538482666,5.4228515625,GCLSTM
IT-STGCN,0.5,rand,4,4,linear,50,1.2042255401611328,5.411795616149902,GCLSTM
IT-STGCN,0.6,rand,4,4,linear,50,1.3151260614395142,5.406813621520996,GCLSTM
IT-STGCN,0.8,rand,4,4,linear,50,1.306891918182373,5.58485221862793,GCLSTM
STGCN,0.0,,4,4,,50,1.182968020439148,4.157533884048462,GCLSTM
STGCN,0.3,rand,4,4,linear,50,1.3574063777923584,4.038913726806641,GCLSTM
STGCN,0.5,rand,4,4,linear,50,1.2959789037704468,3.8853628635406494,GCLSTM
STGCN,0.6,rand,4,4,linear,50,1.4364789724349976,3.930422067642212,GCLSTM
STGCN,0.8,rand,4,4,linear,50,1.4510347843170166,3.976433515548706,GCLSTM
IT-STGCN,0.0,,4,4,,50,1.1873435974121094,5.283259153366089,GCLSTM
IT-STGCN,0.3,rand,4,4,linear,50,1.1714249849319458,4.91064715385437,GCLSTM
