method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
STGCN,0.8,rand,4,12,linear,50,1.3515212535858154,2.1753921508789062,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.331657648086548,3.628493070602417,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.1584317684173584,3.675215721130371,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2428480386734009,3.667636156082153,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.4026672840118408,3.642602682113648,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.2901009321212769,3.739888668060303,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2897108793258667,2.2326817512512207,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.3122823238372805,2.1922202110290527,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2436813116073608,2.161309003829956,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.311976432800293,2.145970582962036,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3479222059249878,2.082077741622925,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2438836097717283,3.334871292114258,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.201380968093872,3.4021239280700684,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.207094669342041,3.676142454147339,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.1784709692001345,3.742273330688477,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.3133749961853027,3.680955410003662,EvolveGCNO
STGCN,0.0,,4,12,,50,1.1879628896713257,2.271629810333252,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2702291011810305,2.3201303482055664,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2427412271499634,2.307077407836914,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.21098792552948,2.263899326324463,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3131111860275269,2.348531484603882,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2832489013671875,3.756601572036743,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2483738660812378,3.602149724960327,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2206041812896729,3.599805355072021,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2656619548797607,3.629470825195313,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.481834888458252,3.64879298210144,EvolveGCNO
STGCN,0.0,,4,12,,50,1.3318946361541748,2.1983158588409424,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2796008586883545,2.1917853355407715,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.4224532842636108,2.2020578384399414,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.338178634643555,2.140716314315796,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.2201520204544067,2.1179311275482178,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2238376140594482,3.4528164863586426,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2210100889205933,3.561565637588501,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.1861571073532104,3.703794479370117,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.3630682229995728,3.6493563652038574,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.3561233282089231,3.689474582672119,EvolveGCNO
STGCN,0.0,,4,12,,50,1.211794137954712,2.2160391807556152,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.245833158493042,2.26629638671875,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2930859327316284,2.295116662979126,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.2689075469970703,2.242002010345459,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.2048900127410889,2.312981367111206,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.1695101261138916,3.71247673034668,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.185038924217224,3.438880443572998,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2159532308578491,3.468491077423096,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.3350597620010376,3.604983568191528,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.299084186553955,3.5670526027679443,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2821588516235352,2.195119619369507,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.251962661743164,2.149168014526367,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.325174331665039,2.2038779258728027,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3717976808547974,2.240352153778076,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.273029088973999,2.227224111557007,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.203563570976257,3.66224217414856,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2543134689331057,3.619231939315796,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.236325740814209,3.6441028118133545,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.462143063545227,3.5900282859802246,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.2475671768188477,3.5801877975463867,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2003852128982544,2.2071666717529297,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2250984907150269,2.1930480003356934,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.343121886253357,2.163228273391724,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.470134139060974,2.151190996170044,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.252705693244934,2.1317241191864014,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.1620945930480957,3.5646681785583496,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2446640729904177,3.573262453079224,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.206730604171753,3.535583734512329,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2958160638809204,3.5320615768432617,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.304230809211731,3.5713047981262207,EvolveGCNO
STGCN,0.0,,4,12,,50,1.228397011756897,2.1904470920562744,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.36379873752594,2.0773983001708984,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.374071717262268,2.068171739578247,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.2142308950424194,2.104775905609131,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.191125750541687,2.1257290840148926,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.1858634948730469,3.4874253273010254,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.1679502725601196,3.5402255058288574,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2663294076919556,3.4641058444976807,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2926263809204102,3.548137903213501,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.3257123231887815,3.760450839996338,EvolveGCNO
STGCN,0.0,,4,12,,50,1.1581058502197266,2.255582809448242,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.204556226730347,2.324883222579956,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2465263605117798,2.218325614929199,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3632562160491943,2.2934277057647705,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3093522787094116,2.423896551132202,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2505055665969849,3.87625789642334,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.3085976839065552,3.940690040588379,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2787376642227173,3.6835665702819824,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.3014079332351685,3.589216709136963,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.310513257980347,3.52881121635437,EvolveGCNO
STGCN,0.0,,4,12,,50,1.211073637008667,2.196962833404541,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.3124674558639526,2.202742576599121,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.3247753381729126,2.2671618461608887,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3218941688537598,2.200266599655152,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.4512791633605957,2.2461397647857666,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.236915946006775,3.646641731262207,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2601231336593628,3.758347749710083,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.3176960945129397,3.710396051406861,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2690898180007937,3.671796798706055,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.26257586479187,3.4330053329467773,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2333663702011108,2.0857045650482178,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2085354328155518,2.0976781845092773,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.3020590543746948,2.118968725204468,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3130168914794922,2.099278450012207,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.4118492603302002,2.0227713584899902,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.277389645576477,3.5510237216949463,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.254719376564026,3.547127485275269,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.1485015153884888,3.5659871101379395,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.3599964380264282,3.537815809249878,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.3624494075775146,3.5403952598571777,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2617557048797607,1.7446744441986084,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.256227731704712,1.8449056148529053,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.3422220945358276,1.8727898597717283,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.333552002906799,1.877610206604004,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3746769428253174,1.9023594856262207,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.213745355606079,3.1952016353607178,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.3121498823165894,3.137257575988769,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.317665696144104,3.2069668769836426,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.318037748336792,3.2297959327697754,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.3828412294387815,3.2047605514526367,EvolveGCNO
STGCN,0.0,,4,12,,50,1.1469457149505615,2.0620903968811035,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2917402982711792,1.8559589385986328,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2263853549957275,1.756392002105713,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.2621372938156128,1.717329025268555,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3818573951721191,1.7058064937591553,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2436470985412598,3.106262445449829,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.137194037437439,3.1065421104431152,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2932459115982056,2.82349181175232,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.452760100364685,2.983013153076172,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.34678053855896,2.8911290168762207,EvolveGCNO
STGCN,0.0,,4,12,,50,1.24808669090271,1.6663296222686768,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.1504478454589844,2.0119757652282715,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2789981365203855,1.4838788509368896,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.443447470664978,1.1912429332733154,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3693345785140991,1.3758883476257324,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2484476566314695,2.2885661125183105,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2885797023773191,2.3048458099365234,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.194424390792847,2.3112950325012207,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.274543523788452,2.31463885307312,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.301988124847412,2.324230194091797,EvolveGCNO
STGCN,0.0,,4,12,,50,1.254266619682312,1.4016683101654053,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2766530513763428,1.400679111480713,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.5051038265228271,1.400545597076416,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3503509759902954,1.3964474201202393,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.34353768825531,1.3953983783721924,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.223691463470459,2.3462514877319336,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.157795548439026,2.300715684890747,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.238540768623352,2.308702230453491,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.1999242305755615,2.3128902912139893,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.2209397554397583,2.327589750289917,EvolveGCNO
STGCN,0.0,,4,12,,50,1.1630947589874268,1.3943305015563965,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2023321390151978,1.3112804889678955,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.322946310043335,1.1596028804779053,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.325445532798767,1.3666565418243408,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.178046464920044,1.4094023704528809,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.1657618284225464,2.317799568176269,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.1932913064956665,2.2494864463806152,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2506965398788452,2.71708607673645,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2554817199707031,2.779278516769409,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.267302632331848,2.528305053710937,EvolveGCNO
STGCN,0.0,,4,12,,50,1.175087809562683,1.835336446762085,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2229849100112915,1.8349320888519287,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.203482747077942,1.8337364196777344,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3179701566696167,1.5867109298706057,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3859971761703491,1.830976486206055,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2432258129119873,2.979017734527588,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2113360166549685,2.6639115810394287,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.3883419036865234,2.6322014331817627,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2902995347976685,1.7587425708770752,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.4567495584487915,1.6695396900177002,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2153923511505127,1.078118085861206,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2083215713500977,1.0754413604736328,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.3222384452819824,1.0735926628112793,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3114272356033323,1.075265645980835,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3447158336639404,1.0785236358642578,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.1939235925674438,1.656911849975586,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2208571434020996,1.7057414054870603,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.290344476699829,1.6772422790527344,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.196025848388672,1.650822401046753,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.2674124240875244,1.6610548496246338,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2233858108520508,1.0761470794677734,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2470743656158447,1.0770668983459473,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.3576509952545166,1.0776262283325195,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3114651441574097,1.073338270187378,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.321005940437317,1.0714142322540283,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.270230412483215,1.6447272300720217,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.1876723766326904,1.6481332778930664,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.3310790061950684,1.6485326290130615,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.267376184463501,1.655308961868286,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.2522058486938477,1.658057451248169,EvolveGCNO
STGCN,0.0,,4,12,,50,1.3217540979385376,1.0753095149993896,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2795157432556152,1.0737004280090332,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.293779373168945,1.072286605834961,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.273085117340088,1.0718269348144531,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3011306524276731,1.0727617740631104,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.220973253250122,1.6438391208648682,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2866450548171997,1.6516151428222656,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2212367057800293,1.643381118774414,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2744849920272827,1.793360948562622,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.246286392211914,1.7564098834991455,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2896335124969482,1.0819244384765625,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.251359462738037,1.080494403839111,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2994749546051023,1.081040382385254,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.303594708442688,1.0789875984191897,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.1674201488494873,1.08087420463562,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2091835737228394,1.678877353668213,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.3704196214675903,1.715928077697754,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.319087266921997,3.170279026031494,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.1835099458694458,3.904416561126709,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.250787615776062,3.953288555145264,EvolveGCNO
STGCN,0.0,,4,12,,50,1.223994493484497,2.6049818992614746,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.1877293586730957,2.323291063308716,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2835429906845093,2.4247546195983887,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.330329656600952,2.4714269638061523,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.439074158668518,2.4521427154541016,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.234378457069397,4.154321432113648,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2579140663146973,4.257707357406616,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.2593597173690796,3.6995792388916016,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2900731563568115,3.706024169921875,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.4429140090942385,3.780034303665161,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2991293668746948,2.318305492401123,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2437115907669067,2.370091676712036,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.306185960769653,2.325721502304077,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.2610293626785278,2.382141590118408,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.1539933681488037,2.416097402572632,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2670273780822754,3.866312265396118,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2769222259521484,4.195683717727661,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.31993305683136,3.960752964019776,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2748581171035769,3.652174234390259,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.1777926683425903,3.8779609203338623,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2918959856033323,2.157170295715332,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.3130167722702026,2.148488998413086,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.2902508974075315,2.253114700317383,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.3546178340911863,2.1944804191589355,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.364892840385437,2.2857494354248047,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.1546467542648315,3.5853850841522217,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.2593131065368652,3.483013391494751,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.23249614238739,3.584733486175537,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.1842830181121826,3.5345828533172607,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.397874355316162,3.571476697921753,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2067941427230835,2.123988628387451,EvolveGCNO
STGCN,0.3,rand,4,12,linear,50,1.2102588415145874,2.2074530124664307,EvolveGCNO
STGCN,0.5,rand,4,12,linear,50,1.4942413568496704,2.1639318466186523,EvolveGCNO
STGCN,0.6,rand,4,12,linear,50,1.1458897590637207,2.1274328231811523,EvolveGCNO
STGCN,0.8,rand,4,12,linear,50,1.3542627096176147,2.085362911224365,EvolveGCNO
IT-STGCN,0.0,,4,12,,50,1.2997641563415527,3.542701005935669,EvolveGCNO
IT-STGCN,0.3,rand,4,12,linear,50,1.1961658000946045,3.4805619716644287,EvolveGCNO
IT-STGCN,0.5,rand,4,12,linear,50,1.293803334236145,3.4873805046081543,EvolveGCNO
IT-STGCN,0.6,rand,4,12,linear,50,1.2630023956298828,3.516098737716675,EvolveGCNO
IT-STGCN,0.8,rand,4,12,linear,50,1.3369373083114624,3.64752459526062,EvolveGCNO
STGCN,0.0,,4,12,,50,1.2149680852890017,4.046436786651611,TGCN
STGCN,0.3,rand,4,12,linear,50,1.0922876596450806,4.106402158737183,TGCN
STGCN,0.5,rand,4,12,linear,50,1.1620995998382568,4.232454299926758,TGCN
STGCN,0.6,rand,4,12,linear,50,1.3145012855529783,4.153910398483276,TGCN
STGCN,0.8,rand,4,12,linear,50,1.3951398134231567,4.1066083908081055,TGCN
IT-STGCN,0.0,,4,12,,50,1.4363374710083008,5.624626874923706,TGCN
IT-STGCN,0.3,rand,4,12,linear,50,1.3458064794540403,5.731847286224365,TGCN
IT-STGCN,0.5,rand,4,12,linear,50,1.3527368307113647,5.8278632164001465,TGCN
IT-STGCN,0.6,rand,4,12,linear,50,1.1801810264587402,5.745462894439697,TGCN
IT-STGCN,0.8,rand,4,12,linear,50,1.2342078685760498,5.969177961349487,TGCN
STGCN,0.0,,4,12,,50,1.2246934175491333,4.314100027084351,TGCN
STGCN,0.3,rand,4,12,linear,50,1.320844650268555,4.322675704956055,TGCN
STGCN,0.5,rand,4,12,linear,50,1.1338282823562622,4.363729000091553,TGCN
STGCN,0.6,rand,4,12,linear,50,1.2646416425704956,4.478767156600952,TGCN
STGCN,0.8,rand,4,12,linear,50,1.261683464050293,4.340747356414795,TGCN
IT-STGCN,0.0,,4,12,,50,1.378656983375549,6.199671983718872,TGCN
IT-STGCN,0.3,rand,4,12,linear,50,1.247506856918335,6.027035236358643,TGCN
IT-STGCN,0.5,rand,4,12,linear,50,1.257205367088318,5.888556003570557,TGCN
IT-STGCN,0.6,rand,4,12,linear,50,1.2783712148666382,6.035564661026001,TGCN
IT-STGCN,0.8,rand,4,12,linear,50,1.2305303812026978,5.793795108795166,TGCN
STGCN,0.0,,4,12,,50,1.2954154014587402,4.621392726898193,TGCN
STGCN,0.3,rand,4,12,linear,50,1.105394959449768,4.506977081298828,TGCN
STGCN,0.5,rand,4,12,linear,50,1.404133677482605,4.379202365875244,TGCN
STGCN,0.6,rand,4,12,linear,50,1.3245195150375366,4.357393503189087,TGCN
STGCN,0.8,rand,4,12,linear,50,1.2993922233581543,4.446734428405762,TGCN
IT-STGCN,0.0,,4,12,,50,1.3272771835327148,6.301342725753784,TGCN
IT-STGCN,0.3,rand,4,12,linear,50,1.3531657457351685,5.957084655761719,TGCN
IT-STGCN,0.5,rand,4,12,linear,50,1.2291179895401,6.099998474121094,TGCN
IT-STGCN,0.6,rand,4,12,linear,50,1.3013032674789429,5.952124357223511,TGCN
IT-STGCN,0.8,rand,4,12,linear,50,1.177762150764465,6.150213956832886,TGCN
STGCN,0.0,,4,12,,50,1.2616674900054932,4.558530807495117,TGCN
STGCN,0.3,rand,4,12,linear,50,1.2656298875808716,4.469733715057373,TGCN
STGCN,0.5,rand,4,12,linear,50,1.2811421155929563,4.583098411560059,TGCN
STGCN,0.6,rand,4,12,linear,50,1.223521113395691,4.586103677749634,TGCN
STGCN,0.8,rand,4,12,linear,50,1.24781596660614,4.508868455886841,TGCN
IT-STGCN,0.0,,4,12,,50,1.3292450904846191,6.058907508850098,TGCN
IT-STGCN,0.3,rand,4,12,linear,50,1.2856038808822632,6.072723150253296,TGCN
IT-STGCN,0.5,rand,4,12,linear,50,1.2674667835235596,5.864731311798096,TGCN
IT-STGCN,0.6,rand,4,12,linear,50,1.2091221809387207,5.967809677124023,TGCN
IT-STGCN,0.8,rand,4,12,linear,50,1.2666997909545898,6.113302707672119,TGCN
STGCN,0.0,,4,12,,50,1.232509970664978,4.346579074859619,TGCN
STGCN,0.3,rand,4,12,linear,50,1.4518650770187378,4.392716646194458,TGCN
STGCN,0.5,rand,4,12,linear,50,1.204877495765686,4.232159614562988,TGCN
STGCN,0.6,rand,4,12,linear,50,1.2436909675598145,4.19834041595459,TGCN
STGCN,0.8,rand,4,12,linear,50,1.2429969310760498,4.178898096084595,TGCN
IT-STGCN,0.0,,4,12,,50,1.3531506061553955,5.619035720825195,TGCN
IT-STGCN,0.3,rand,4,12,linear,50,1.34191632270813,5.684600114822388,TGCN
