dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.2342082262039185,4.99066162109375,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.2623252868652344,4.428151845932007,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.3676822185516355,4.361740112304688,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.498252034187317,4.348054885864258,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.495849370956421,3.637488842010498,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.2966216802597046,4.557708978652954,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.4801013469696045,3.91240906715393,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.531787395477295,3.849190473556519,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.3127014636993408,4.38784646987915,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.285244345664978,4.989698886871338,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.527004599571228,4.289335012435913,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.3684684038162231,4.715671539306641,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.4191147089004517,3.753543376922608,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.2348368167877195,3.88747239112854,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.521575093269348,3.653055667877197,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.4980010986328125,4.402564764022827,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.2089498043060305,5.121178865432739,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.1911704540252686,5.017690181732178,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.3590279817581177,5.069406747817993,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.517130732536316,4.36110782623291,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.3301619291305542,4.26711106300354,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.3791143894195557,4.1690003871917725,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.4619401693344116,3.811967611312866,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.4743640422821045,3.6059186458587646,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.2572076320648191,4.487343311309815,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.2337459325790403,4.33899712562561,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.4150913953781128,7.856449365615845,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.32831072807312,8.252714395523071,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.417489528656006,6.1654675006866455,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.4499648809432983,5.484935522079468,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.542177438735962,6.949230909347534,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.6044319868087769,6.442963838577271,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.2435965538024902,8.22305154800415,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.1991910934448242,8.071274280548096,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.4056448936462402,8.055137634277344,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.5172569751739502,8.558964014053345,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.3838897943496704,6.511767148971558,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.3231279850006104,6.847710371017456,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.381860375404358,6.631500720977783,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.5464856624603271,6.540184497833252,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.3022773265838623,8.205619812011719,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.2369356155395508,7.585183382034302,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.6550686359405518,7.997189521789551,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.4546005725860596,8.277944326400757,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.320850133895874,6.581650495529175,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.2993801832199097,6.395424842834473,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.3932360410690308,6.394486904144287,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.4948816299438477,7.043574094772339,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.2318094968795776,8.28935170173645,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.2178499698638916,8.214415788650513,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.628193974494934,8.010220766067505,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.4618449211120603,7.837783575057983,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.4142354726791382,6.3840491771698,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.482308864593506,6.4768946170806885,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.516219973564148,7.015908241271973,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.5734344720840454,6.9543211460113525,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.3156694173812866,7.946135520935059,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.26868999004364,8.075965881347656,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.3623327016830444,8.578510999679565,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.5496864318847656,7.930789709091186,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,linear,50.0,1.4544578790664673,6.394859313964844,LRGCN
pedalme,STGCN,0.5,rand,4,8.0,nearest,50.0,1.4606395959854126,6.7413718700408936,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,linear,50.0,1.478930115699768,7.210540294647217,LRGCN
pedalme,STGCN,0.8,rand,4,8.0,nearest,50.0,1.3832610845565796,7.220065355300903,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,linear,50.0,1.390813946723938,8.306401014328003,LRGCN
pedalme,IT-STGCN,0.5,rand,4,8.0,nearest,50.0,1.2867094278335571,8.031512975692749,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,linear,50.0,1.452522873878479,8.405158519744873,LRGCN
pedalme,IT-STGCN,0.8,rand,4,8.0,nearest,50.0,1.4892029762268066,8.19577145576477,LRGCN
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.4498862028121948,2.5814149379730225,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.231646180152893,2.9129297733306885,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5092175006866455,2.6288933753967285,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5869574546813965,2.6222786903381348,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2097870111465454,3.621903419494629,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.0826349258422852,11.714449405670166,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2348195314407349,26.33070397377014,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2355297803878784,26.835739135742188,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2105447053909302,11.758408784866331,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.291542887687683,11.17674994468689,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.438437581062317,11.349456071853638,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.528075933456421,11.40828537940979,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2482026815414429,12.058184623718262,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.227410912513733,14.02290153503418,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3441948890686035,14.540093421936035,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2475864887237549,12.86248779296875,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.3543858528137207,10.081014394760132,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.212873935699463,10.360769271850586,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.4683871269226074,10.816620349884031,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4831644296646118,9.863261222839355,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.184381127357483,10.151801109313965,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.201816201210022,12.224019289016724,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3548353910446167,13.725918292999268,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2652071714401243,13.201233148574827,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2368701696395874,12.768235683441162,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2093478441238403,12.625375270843506,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.545644760131836,12.357574224472046,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5734834671020508,12.23458194732666,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2259708642959597,7.12047815322876,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.1913042068481443,6.226760625839233,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.34644615650177,8.951425790786743,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.222681999206543,8.91334342956543,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2845085859298706,6.29931116104126,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.3920153379440308,6.1364381313323975,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5231740474700928,5.924070596694946,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4991607666015625,5.792455673217773,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2068567276000977,8.044224739074707,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.227874517440796,8.015833139419556,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3785020112991333,8.174763202667236,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3211324214935305,8.153195858001709,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.254968523979187,5.831812858581543,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.1871246099472046,5.533714532852173,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.4646239280700684,5.606274127960205,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5120632648468018,5.532398700714111,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.20499849319458,6.2762181758880615,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.1009942293167114,5.785505056381226,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3412690162658691,5.573224306106567,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.280544638633728,4.629265308380127,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.327767014503479,2.370053291320801,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.4211366176605225,3.226142644882202,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.4964721202850342,2.5263116359710693,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5446432828903198,1.9279465675354004,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.1852431297302246,3.930415153503418,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.196963667869568,3.670734643936157,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2613611221313477,2.828188419342041,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2798713445663452,4.006901025772095,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.25751793384552,2.70261549949646,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.4130561351776123,2.272239446640014,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.3864121437072754,2.263345956802368,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5314369201660156,2.7412118911743164,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.299482822418213,3.921964645385742,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.18331778049469,3.0806050300598145,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3328732252120972,3.455223798751831,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3070402145385742,3.3312158584594727,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.227004885673523,2.857484817504883,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.412281155586243,2.171067953109741,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.611081600189209,2.556345224380493,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.429198980331421,2.994473457336426,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.169224739074707,3.7912802696228014,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.1488158702850342,3.955166578292847,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2135846614837646,3.739762306213379,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.314460277557373,3.8945605754852295,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.3207731246948242,2.840708017349243,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2720688581466677,2.628527402877808,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.412479043006897,2.6306989192962646,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4102253913879397,2.9616682529449463,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.1721467971801758,3.90092396736145,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.1257039308547974,2.46787428855896,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.35187029838562,2.81039834022522,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2995344400405884,3.913216590881348,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2248035669326782,2.5089735984802246,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2496562004089355,2.240929126739502,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5301573276519775,2.2351298332214355,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.74241304397583,2.616363763809204,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.1262511014938354,3.517906427383423,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.2107250690460205,2.810729742050171,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3276946544647217,3.131261110305786,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.241191267967224,3.842765331268311,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2941842079162598,2.1932594776153564,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.1743632555007937,2.63138484954834,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.608885645866394,2.318403959274292,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5297671556472778,2.4078872203826904,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2376763820648191,3.2836785316467285,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.2221956253051758,9.32739806175232,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2886711359024048,26.71446657180786,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3478500843048096,23.881855249404907,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2281533479690552,11.916701793670654,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.118896722793579,12.06844973564148,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5433427095413208,12.141717433929443,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4540255069732666,9.974022150039673,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.1924619674682615,11.796729326248167,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.105669617652893,17.409136533737183,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2616639137268066,11.379695177078249,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2267177104949951,11.117120504379272,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.4475042819976809,9.494881391525269,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2511913776397705,8.358851432800293,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5161254405975342,10.112025499343872,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4903095960617063,8.681132316589355,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.171517014503479,12.866450309753418,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.2204889059066772,14.908599853515623,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.344543695449829,12.029325485229492,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.1625404357910156,14.042744874954224,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2474433183670044,11.85625982284546,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2575104236602783,11.696970224380491,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.594110131263733,14.016481399536133,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5621601343154907,10.607248544692991,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.1706292629241943,13.678363561630247,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.2807742357254028,8.280488967895508,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.223832607269287,8.743683099746704,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3177074193954468,4.585371971130371,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.233659744262695,5.612779378890991,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2506320476531982,4.98959493637085,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5167700052261353,6.201183080673218,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5600591897964478,5.307016611099243,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2223087549209597,6.793704271316528,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.1644656658172607,7.212790489196777,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2401734590530396,6.315771579742432,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.30137038230896,7.371232748031616,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.295383095741272,4.767674922943115,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.5868443250656128,3.284512042999268,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5747407674789429,4.86778736114502,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5849435329437256,5.728237628936768,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.1292074918746948,6.551898956298828,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.31714129447937,6.61894154548645,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2530359029769895,4.636749744415283,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3749547004699707,6.126915693283081,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2126924991607666,6.644632577896118,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2601923942565918,5.214228391647339,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.5295052528381348,4.346923828125,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5884122848510742,4.049413442611694,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2192243337631226,3.703847885131836,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.2133455276489258,3.886372566223145,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.2845476865768433,4.122323751449585,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2818622589111328,3.90877628326416,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2655712366104126,2.8201966285705566,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.278098702430725,2.545334815979004,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.4705867767333984,2.61157488822937,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.471607327461243,2.491540670394897,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.236270308494568,4.0210700035095215,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.2387964725494385,3.829857349395752,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.251721739768982,3.8793728351593018,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2243183851242063,4.1456804275512695,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2720268964767456,2.7661447525024414,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2722971439361572,2.522296905517578,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.633012771606445,2.9054322242736816,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.413317322731018,2.562945604324341,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2669652700424194,3.5749781131744385,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.255900263786316,3.7593235969543457,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3361687660217283,3.800043821334839,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3219618797302246,3.848134279251098,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2985702753067017,2.7942559719085693,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.299274444580078,2.875471353530884,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.494573950767517,2.704619646072388,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5297179222106934,3.003117799758911,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.2127161026000977,3.734408617019653,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.084206223487854,3.906090497970581,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3077584505081177,3.581751585006714,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.250600814819336,3.842485666275024,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,linear,50.0,1.2973079681396484,2.550743579864502,DyGrEncoder
pedalme,STGCN,0.3,rand,4,12.0,nearest,50.0,1.2043544054031372,2.3944411277771,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,linear,50.0,1.6279460191726685,2.799837112426758,DyGrEncoder
pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4365413188934326,2.546624183654785,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,linear,50.0,1.1990578174591064,3.619247913360596,DyGrEncoder
pedalme,IT-STGCN,0.3,rand,4,12.0,nearest,50.0,1.3752540349960327,3.9256491661071777,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,linear,50.0,1.3268147706985474,3.9249014854431152,DyGrEncoder
pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.393805980682373,3.92435359954834,DyGrEncoder
