,dataset,method,mrate,mtype,lags,nof_filters,inter_method,epoch,mse,calculation_time,model
67,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.52091383934021,9.858859062194824,GConvLSTM
71,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2966558933258057,19.09029269218445,GConvLSTM
75,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4616321325302124,9.62791657447815,GConvLSTM
79,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,0.987869381904602,26.24530482292176,GConvLSTM
83,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.414346694946289,9.908105611801147,GConvLSTM
87,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2243388891220093,21.27927565574646,GConvLSTM
91,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.528351664543152,10.10134744644165,GConvLSTM
95,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3130958080291748,18.289114236831665,GConvLSTM
99,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.6167649030685425,9.53148102760315,GConvLSTM
103,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.7908024787902832,20.003392934799194,GConvLSTM
107,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4486448764801023,7.809064388275146,GConvLSTM
111,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.4125927686691284,21.085993766784668,GConvLSTM
115,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.3947128057479858,9.394734144210815,GConvLSTM
119,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2203961610794067,20.32091212272644,GConvLSTM
123,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.6622309684753418,8.574592590332031,GConvLSTM
127,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.2867956161499023,24.106539011001587,GConvLSTM
131,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.527073621749878,9.601739883422852,GConvLSTM
135,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.309651255607605,19.154823541641235,GConvLSTM
139,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5535637140274048,10.690219640731812,GConvLSTM
143,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.209872841835022,25.90715193748474,GConvLSTM
147,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.4306585788726809,9.930597066879272,GConvLSTM
151,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.272486686706543,21.8357048034668,GConvLSTM
155,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.5405738353729248,6.930039882659912,GConvLSTM
159,pedalme,IT-STGCN,0.6,rand,4,12.0,nearest,50.0,1.3251888751983645,23.79190158843994,GConvLSTM
163,pedalme,STGCN,0.6,rand,4,12.0,nearest,50.0,1.2992385625839231,9.55480432510376,GConvLSTM
